,chembl_ids,IC50s,SMILES
2541,CHEMBL2022933,650.0,C#CCN1CCc2nc3nc(N4CCCC4)c(C#N)cc3c(N)c2C1
55,CHEMBL1790041,650.0,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
5154,CHEMBL4591964,650.0,O=C(Nc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1)C1CCN(Cc2cccc(F)c2)CC1
650,CHEMBL104355,650.0,CN(C)Cc1ccc(CSCCNc2ccc(F)cc2[N+](=O)[O-])o1
663,CHEMBL104334,650.0,CN(C)Cc1ccc(CSCCNc2cc(Nc3ncccc3[N+](=O)[O-])c([N+](=O)[O-])cc2[N+](=O)[O-])o1
3406,CHEMBL3415580,651.0,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1cccc(Cl)c1
3319,CHEMBL3356538,651.0,COc1ccc2nc3c(c(NCCNC4=CC(=O)c5c(O)cccc5C4=O)c2c1)CCCC3
3991,CHEMBL435071,652.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc([N+](=O)[O-])c3)CC1)C2
4193,CHEMBL4105085,653.0,CC(=O)C1=CN(Cc2ccccc2C)C=CC1CC1Cc2cc(C)c(C)cc2C1=O
4661,CHEMBL4283770,657.0,CN(C)CCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1
6148,CHEMBL5185422,658.0,O=C(CCN1CCCCC1)Nc1n[nH]c2ncccc12
178,CHEMBL130880,658.0,Nc1c2c(nc3c1CCC3)CCCC2
6951,CHEMBL6029360,658.0,CCCCN1CCC(CCC(=O)c2cc(I)c(N)cc2OC)CC1
3445,CHEMBL3582226,659.0,c1cc(-c2cnc3[nH]c4cnc(-c5cnoc5)cc4c3c2)ccc1CN1CCCCC1
1720,CHEMBL125578,660.0,CC(=O)N(C)CCC1CCN(Cc2ccccc2)CC1
4753,CHEMBL4292446,660.0,COc1cc2oc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC
5738,CHEMBL4854713,662.0,Cl.Nc1c2c(nc3ccc(F)cc13)CCC2
1459,CHEMBL575614,664.0,CCC1=CC2Cc3nc4cnccc4c(N)c3C(C1)C2
114,CHEMBL315013,665.0,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
6499,CHEMBL5433956,667.0,Cc1cc(=O)[nH]c2c1C(=O)C(NCCNc1c3c(nc4ccccc14)CCCC3)=CC2=O
7250,CHEMBL6189950,668.0,Cc1ccc(S(=O)(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
3162,CHEMBL3323043,669.0,CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCc1ccccc1-3
5570,CHEMBL4779180,670.0,O=c1cc(-c2ccc(OCCCCN3CCC(Cc4ccccc4)CC3)cc2)oc2cc(OCCCCN3CCC(Cc4ccccc4)CC3)cc(O)c12
5660,CHEMBL4796540,670.0,COc1cccc2cc[n+](-c3ccc(F)cc3)cc12.[Br-]
91,CHEMBL157182,670.0,C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21
1426,CHEMBL513161,670.0,Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3nc4c(c(N)c32)CCCC4)cc1
79,CHEMBL60167,676.0,Nc1c2c(nc3ccccc13)-c1ccccc1C2
7217,CHEMBL6163299,677.0,COc1cc(-c2ccc3nc4c(c(N)c3c2)CCCC4)ccn1
3598,CHEMBL3623553,678.0,CC(C)Cn1cc(C(=O)C(F)(F)F)cn1
4194,CHEMBL4076930,678.0,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3C)cc1C(N)=O)C2.[Br-]
5148,CHEMBL4527101,680.0,COc1ccc(-c2nc(NC(=O)C3CCN(Cc4ccccc4C(F)(F)F)CC3)sc2-c2ccc(OC)cc2)cc1
4322,CHEMBL4091683,680.0,CCN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1
642,CHEMBL107254,680.0,CN(C)Cc1ccc(CSCCNc2cc(Nc3ccc(F)cc3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1
5227,CHEMBL4763434,682.0,O=C(N/N=C/c1ccc(F)cc1F)N1CCN(c2ccccn2)CC1
3407,CHEMBL3415581,686.0,O=C1c2ccccc2C(=O)N1CCCCCCCCNCc1cccc(Cl)c1
3457,CHEMBL3585375,690.0,Cc1ccc2[nH]c3c(c2c1)CN(CCCCCCCN1CCc2[nH]c4ccc(C)cc4c2C1)CC3
3879,CHEMBL3818512,690.0,COc1cccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)c1
3654,CHEMBL3410955,690.0,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2
3655,CHEMBL3410956,690.0,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2
283,CHEMBL131825,690.0,CN(C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C)c1ccccc1
674,CHEMBL106936,690.0,CN(C)Cc1ccc(CSCCNc2cc(NCc3ccccc3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1
2050,CHEMBL335167,690.0,CCc1cccc(CC)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
5652,CHEMBL4799601,690.0,COc1cccc2cc[n+](-c3ccc(C(F)(F)F)cc3)cc12.[Br-]
5132,CHEMBL4527770,690.0,COc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C(F)(F)F)CC3)sc2-c2ccc(OC)cc2)cc1
2860,CHEMBL2440134,690.0,COc1c(F)c[n+](CCCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F
5835,CHEMBL4846646,691.0,O=C(CC1CCN(Cc2ccccc2F)CC1)Nc1n[nH]c2cc(-c3cccnc3)ccc12
6691,CHEMBL5557161,699.0,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc([N+](=O)[O-])cc1Cl
3229,CHEMBL659,700.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
2117,CHEMBL1642986,700.0,CC(C)(C)c1cc[n+](Cc2cccc(C[n+]3ccc(C(C)(C)C)cc3)c2)cc1.[Br-].[Br-]
2676,CHEMBL636,700.0,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
1715,CHEMBL141801,700.0,COc1ccc(N(CCC2CCN(Cc3ccccc3)CC2)C(C)=O)cc1
4329,CHEMBL3425894,700.0,C[n+]1c(/C=C/c2cc3ccccc3[nH]2)ccc2ccccc21.[I-]
4339,CHEMBL4097284,700.0,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(OC)c1.[I-]
4122,CHEMBL4075571,700.0,CCN(CC)Cc1ccc(/C=C2\Oc3cc(OC)c(OC)cc3C2=O)cc1O
1560,CHEMBL430886,700.0,[Br-].[Br-].c1cc[n+](CCCCCCCCCCC[n+]2ccccc2)cc1
37,CHEMBL292788,700.0,CN1CC[C@@]2(C)c3cc(OC(=O)NCCN4CCOCC4)ccc3N(C)[C@@H]12
6947,CHEMBL659,700.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
1597,CHEMBL1084167,700.0,CC(=O)Nc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-]
4852,CHEMBL295124,700.0,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
3934,CHEMBL3828443,702.0,CCCCCCCNC(=O)Oc1cccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1
493,CHEMBL51934,702.0,Nc1c2c(nc3ccccc13)CCCC2O
6700,CHEMBL5555737,708.0,COc1cc(NC(=O)Cn2nc(-c3ccccc3)c(-c3ccccc3)nc2=O)cc(OC)c1OC
3432,CHEMBL3582208,708.0,N#Cc1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCC[C@@H](O)C4)cc3)cc12
5092,CHEMBL4443695,710.0,Fc1ccc(CNC2CCN(Cc3ccccc3)CC2)c(F)c1
1419,CHEMBL512096,710.0,CC1(C)CC(=O)C2=C(C1)Nc1nc3c(c(N)c1C2c1ccccc1)CCCC3
6621,CHEMBL5396071,710.0,COc1cccc(C(c2ccc(F)cc2)N2CCN(c3cnccn3)CC2)c1O
4406,CHEMBL4174269,710.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cc(N)c4ccccc4n3)CC1)C2
160,CHEMBL1202875,710.0,Cl.Cl.O.c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1
4099,CHEMBL4080105,710.0,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCN1CCCCC1
6869,CHEMBL5187045,710.0,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N3CCC3)cc1)n2CCC(C)C
6002,CHEMBL5187045,711.0,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N3CCC3)cc1)n2CCC(C)C
6566,CHEMBL5409352,711.0,O=c1cc(-c2ccc(O)cc2)oc2cccc(OCc3ccccc3)c12
1140,CHEMBL245047,714.0,COc1cccc(CN(C)Cc2ccc(-c3cc4cc(OC)c(OC)cc4oc3=O)cc2)c1
3606,CHEMBL3623561,715.0,CC(C)(C)c1cccc(C(=O)CF)c1
4843,CHEMBL4567394,716.0,CCCCN1CCC(CCC(=O)c2ccc3[nH]ccc3c2)CC1
6703,CHEMBL5532603,719.0,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccccc1Cl
5269,CHEMBL4762873,720.0,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1
5653,CHEMBL4793631,720.0,COc1cccc2cc[n+](-c3ccc(I)cc3)cc12.[Br-]
2862,CHEMBL2441682,720.0,COc1ccc(C(F)(F)F)c[n+]1CCCCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F
5098,CHEMBL4442580,720.0,O=[N+]([O-])c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1
2258,CHEMBL1773480,720.0,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(NC(=O)CN3CCOCC3)cc2)cc1
4058,CHEMBL3928459,729.0,COC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CSC3
3870,CHEMBL3818089,729.0,COc1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O
4018,CHEMBL3948489,730.0,Brc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc5ccccc5c4)N2C3c2ccc(Br)cc2)cc1
5312,CHEMBL4796437,730.0,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2)CC1
5029,CHEMBL4459500,730.0,Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCNc1c2c(nc3ccccc13)CCCC2
4061,CHEMBL3941497,732.0,COC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCCC3Cl
6704,CHEMBL5555983,734.0,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccccc1[N+](=O)[O-]
6065,CHEMBL5204532,735.0,O=C(COc1ccc(-c2ccccc2)cc1)NCCN1CCN(Cc2ccccc2)CC1
790,CHEMBL268499,740.0,CN(C)Cc1ccc(CSCCCCCCSCc2ccc(CN(C)C)o2)o1
5212,CHEMBL4645659,740.0,COc1ccc(CCC(=O)Nc2nc(-c3cc4ccccc4oc3=O)cs2)cc1OC
1805,CHEMBL1083057,740.0,CN(CCCCCNc1ccc(-c2ccccc2)nn1)Cc1ccccc1
4704,CHEMBL4285714,740.0,CN(C)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3ccccc3)cc(=O)c2c1
6433,CHEMBL5278549,740.0,Cc1ccc(-c2noc(-c3cccc(OCC4CCN(Cc5ccccc5)CC4)c3)n2)cn1
5342,CHEMBL4796846,741.0,O=[N+]([O-])c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
158,CHEMBL62084,743.0,Nc1c2c(nc3ccc(Cl)cc13)CCCC2
2311,CHEMBL1783530,744.0,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)COC(C(C)(C)F)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C)N(C)C
5187,CHEMBL4639105,748.0,COc1cc2cc(NC(=O)CCCNCc3ccccc3)c(=O)oc2cc1OC
6949,CHEMBL5760715,748.0,CCCCN1CCC(CCC(=O)c2ccc(N)cc2OC)CC1
6295,CHEMBL5275040,750.0,COc1cc([C@@H](O)[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Oc2ccc(CCCO)cc2OC)ccc1O
4117,CHEMBL4095908,750.0,COc1cccc(C2c3ccc4cccnc4c3Oc3nc4c(c(N)c32)CCCC4)c1
86,CHEMBL314658,750.0,COc1cc2cc(C(=O)CC3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
4783,CHEMBL4292766,750.0,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3F)CC2)cc(C(C)(C)C)c1O
3957,CHEMBL3818512,750.0,COc1cccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)c1
5121,CHEMBL4544950,750.0,COc1ccc(-c2nc(NC3CCN(Cc4ccc(C(F)(F)F)cc4)CC3)sc2-c2ccc(OC)cc2)cc1
0,CHEMBL133897,750.0,CCOc1nn(-c2cccc(OCc3ccccc3)c2)c(=O)o1
3306,CHEMBL129837,750.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
1938,CHEMBL1084776,750.0,Cc1ccc2c(Nc3ccccc3)c3c(nc2c1)CCCC3
909,CHEMBL186090,750.0,COc1cc2c(cc1OC)SC(C(=O)CC1C=CC[N+](C)(Cc3ccccc3)CC1)C2
387,CHEMBL64465,750.0,Cc1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3
6699,CHEMBL5532467,753.0,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccccc1O
3855,CHEMBL3818801,755.0,O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cc3c(cc21)OCO3
6471,CHEMBL5265814,756.0,O=C1CC2CCc3ccsc3C2=NN1CCCCN1CCN(Cc2ccccc2)CC1
4055,CHEMBL3965431,757.0,CC1=C(C(=O)OC2CCC2)C(c2ccccc2F)c2c(nc3c(c2N)CC(C)(C)CC3)N1
580,CHEMBL417915,758.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1
6209,CHEMBL129837,758.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
496,CHEMBL1127,759.0,Nc1c2c(nc3ccccc13)CC(O)CC2
4424,CHEMBL4160790,759.0,O=C(Nc1cc(Cl)nc(Cl)c1)OCCCCCCNCc1ccccc1
5757,CHEMBL4854298,759.0,CCOC(=O)/C(=N\Nc1ccccc1[N+](=O)[O-])C(=O)C(F)(F)F
4356,CHEMBL4078305,760.0,O=C(CC[C@H](NC(=O)c1ccccc1)C(=O)O)NCCC1CCN(Cc2ccccc2)CC1
291,CHEMBL129837,760.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
820,CHEMBL417915,760.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1
1004,CHEMBL129837,760.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
734,CHEMBL555641,760.0,CN(C)C(=O)Oc1ccc2c(c1)C(N)CC2.Cl
2022,CHEMBL417915,760.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1
2765,CHEMBL416,760.0,COc1c2occc2cc2ccc(=O)oc12
2863,CHEMBL2441681,760.0,COc1ccc(C(F)(F)F)c[n+]1CCCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F
391,CHEMBL332760,760.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1.O=C(O)C(O)C(O)C(=O)O
4242,CHEMBL4068410,760.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCC(C)[C@@H]2C3C)cc1
6915,CHEMBL5641542,762.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CC#CCNC13CC4CC(C)(CC(C)(C4)C1)C3)C2
6164,CHEMBL5175815,763.0,Cc1ccc2nc3c(c(NCCCl)c2c1)CCCC3
6059,CHEMBL5202267,767.0,O=C(COc1ccccc1C(F)(F)F)NCC1CCN(Cc2ccccc2)CC1
4596,CHEMBL4204901,768.0,COc1ccc(Cn2cc(C(=O)NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)c3ccccc32)cc1
4048,CHEMBL3947803,768.0,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C(F)(F)F)cc1)CC(C)CC3
4052,CHEMBL3933508,770.0,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(Cl)c1)CC(C)(C)CC3
5122,CHEMBL4562938,770.0,COc1ccc(CN2CCC(Nc3nc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)s3)CC2)cc1
6692,CHEMBL5557905,772.0,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1cc(Br)cc(Br)c1
7027,CHEMBL6150719,773.5,COc1cc2c(cc1O)CC(CC1CCN(Cc3ccccc3)CC1)C2=O
6879,CHEMBL5597242,774.0,CCOC(=O)C1=C(Nc2ccc(F)cc2)CC(c2ccc(F)cc2)N(c2ccc(F)cc2)C1c1ccc(F)cc1
2384,CHEMBL12089,774.0,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]
3448,CHEMBL3582229,777.0,c1cc(-c2cc3c(cn2)[nH]c2ncc(-c4ccc(CN5CCCCC5)cc4)cc23)ccn1
1579,CHEMBL1087194,780.0,CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCCC3
4806,CHEMBL4537240,780.0,O=C(/C=C/c1ccc(OCCCCCCN2CCCC2)cc1)c1ccc(OCCCCCCN2CCCC2)cc1O
6338,CHEMBL3559488,780.0,COC(=O)C1=CO[C@@H](C)[C@H]2C[n+]3ccc4c([nH]c5ccccc54)c3C[C@H]12
1587,CHEMBL1087194,780.0,CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCCC3
4228,CHEMBL4072825,780.0,COc1ccc(N2C(=O)C3CN(C)C4(C(=O)c5ccccc5C4=O)C3C2=O)cc1
6911,CHEMBL807,780.0,CC12CC3CC(C)(C1)CC(N)(C3)C2
310,CHEMBL60745,780.0,CC[N+](C)(C)c1cccc(O)c1.[Br-]
2049,CHEMBL132285,780.4,CN(C)Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C
342,CHEMBL100366,780.4,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C=O)C12
275,CHEMBL340867,785.0,Cc1cccc(C)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
4889,CHEMBL4435058,786.0,S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccc(Cl)cc1
5395,CHEMBL4752813,790.0,COc1ccc2cc3[n+](cc2c1OC(C)c1ccccc1)CCc1cc2c(cc1-3)OCO2.[Br-]
5700,CHEMBL659,790.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
3461,CHEMBL3586576,790.0,Cc1c(C)c2ccc(OCCCCN(C)Cc3ccccc3)cc2oc1=O
5982,CHEMBL5197832,799.0,CC(=O)N1N=C(c2ccc(-c3ccccc3)cc2)CC1c1ccc2ccccc2c1
6899,CHEMBL5633253,800.0,Fc1cccc(-c2cnc3cccnc3n2)c1
2196,CHEMBL1762003,800.0,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2Cc1ccc2ccc(C[n+]3cccc4ccccc43)cc2c1
4174,CHEMBL4083174,800.0,COc1cc(CCc2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)cc(OC)c1
4211,CHEMBL4070182,800.0,COc1ccc(CNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1OC
1078,CHEMBL374729,800.0,COc1ccc2[nH]c3c(C)[n+](C)ccc3c2c1
2920,CHEMBL3093794,800.0,[Br-].[Br-].c1cc[n+](CCCCCCC[n+]2ccc3ccccc3c2)cc1
3239,CHEMBL3335066,800.0,O=c1oc2cc(OCCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12
1745,CHEMBL141810,800.0,O=C1c2ccccc2NCN1CCC1CCN(Cc2ccccc2)CC1
829,CHEMBL659,800.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
1024,CHEMBL659,800.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
3,CHEMBL130478,800.0,CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)C
6,CHEMBL336538,800.0,COc1ccc(-c2nc(SC)n(C(=O)N(C)C)n2)cc1
2284,CHEMBL659,800.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
591,CHEMBL103873,800.0,CCCCCSC(=O)OCC[N+](C)(C)C.[Cl-]
2048,CHEMBL95,800.0,Nc1c2c(nc3ccccc13)CCCC2
2277,CHEMBL659,800.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
13,CHEMBL133388,800.0,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C
395,CHEMBL659,800.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
2981,CHEMBL3122149,801.0,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3
3570,CHEMBL3623555,802.0,CC(C)n1cc(C(=O)C(F)F)cn1
6999,CHEMBL6149424,802.0,Cc1cc(=O)oc2cc(OCC(=O)N/N=C\c3ccc(C(=O)O)cc3)ccc12
3322,CHEMBL3356950,809.0,COc1ccc2nc3c(c(NCCCNC4=C(Cl)C(=O)c5ccccc5C4=O)c2c1)CCCC3
5583,CHEMBL4787690,810.0,O=c1c(-c2ccc(OCCCCN3CCCCC3)cc2)coc2cc(OCCCCN3CCCCC3)cc(O)c12
904,CHEMBL328715,810.0,c1ccc(CN2CCC(CCNc3noc4ccccc34)CC2)cc1
4876,CHEMBL1929421,810.0,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C
6034,CHEMBL5171428,810.0,Cc1cccc2sc(NC(=O)CCN3CCN(C(C)(C)C)CC3)nc12
451,CHEMBL328715,810.0,c1ccc(CN2CCC(CCNc3noc4ccccc34)CC2)cc1
2879,CHEMBL2441665,810.0,COc1cccc(CCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F
6923,CHEMBL5647393,810.0,COc1ccc(-c2cc(-c3ccc(OC)c(OC)c3)c3c(N)n[nH]c3n2)cc1
5193,CHEMBL1929421,810.0,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C
4942,CHEMBL1929421,810.0,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C
2268,CHEMBL1773490,810.0,CCN(CC)CCCCCCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1
1677,CHEMBL328715,810.0,c1ccc(CN2CCC(CCNc3noc4ccccc34)CC2)cc1
1478,CHEMBL575613,810.0,CC1=CC2Cc3nc4ncccc4c(N)c3C(C1)C2
5258,CHEMBL4752675,810.0,CO[C@]1(c2cn(O)c(=O)c(C(=O)[C@H]3[C@@H]4CC[C@@H](C)C[C@H]4C=C[C@H]3C)c2O)CC[C@@H](O)[C@H]2O[C@H]21
6160,CHEMBL5182809,811.0,Cc1ccc2nc3c(c(Nc4[nH]nc5ncccc45)c2c1)CCCC3
1624,CHEMBL306776,812.0,COc1ccccc1CN1CCC(CCC(=O)c2ccc3c(c2)CCN3)CC1
3996,CHEMBL3900401,814.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ncc(C)cc3C)CC1)C2
6093,CHEMBL5201779,820.0,c1cc2c(cc1OCCCN1CCCCC1)CN1CCCCCC1=N2
3154,CHEMBL3323065,820.0,O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1CCCCC2
5277,CHEMBL4752558,830.0,O=C(NO)c1ccc(Nc2ccnc3ccccc23)cc1
5123,CHEMBL4555730,830.0,COc1ccc(-c2nc(NC3CCN(Cc4ccc(C)cc4)CC3)sc2-c2ccc(OC)cc2)cc1
1713,CHEMBL141853,830.0,CCC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1
2047,CHEMBL1243140,830.0,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2
4010,CHEMBL3983017,830.0,O=C1/C(=C/c2ccc(Br)cc2)CN(Cc2ccc3ccccc3c2)C/C1=C\c1ccc(Br)cc1
824,CHEMBL362704,830.0,CCNC(=O)Oc1ccc2c(c1)C1(C)COC(C1)O2
30,CHEMBL1203537,830.0,CNC(NCCNCc1ccc(CN2CCCCC2)o1)=C(C#N)C#N.Cl
6827,CHEMBL5568861,832.0,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1ccco1
6697,CHEMBL5558946,836.0,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc(F)cc1
1203,CHEMBL396190,839.0,CC(C)C1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](OC(=O)C(C)(C)C)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1
6804,CHEMBL5574870,840.0,COc1ccccc1Oc1ccc2nc3c(c(N)c2c1)CCCC3.Cl
4990,CHEMBL1459962,840.0,Cc1cc(N2CCCCC2)nc2ccccc12
5924,CHEMBL4571763,840.0,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccccc4)C3)cc2oc1=O
4829,CHEMBL4470448,840.0,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(OCCCO)c4)CC3)cc2oc1=O
5718,CHEMBL4866457,840.0,COc1cc(/C=C/C(=O)NCC(=O)NCCc2c[nH]c3ccc(Cl)cc23)ccc1O
4065,CHEMBL3900977,842.0,CC1=C(C(=O)OC(C)C)C(c2cncnc2)c2c(nc3c(c2N)CC(C)(C)CC3)N1
6150,CHEMBL5176917,844.0,CN1CCN(CCC(=O)Nc2n[nH]c3ncccc23)CC1
