,chembl_ids,IC50s,SMILES
3835,CHEMBL3785207,103.3,CN(C)C(=O)N[C@H]1CCc2ccc(O)cc2C1
2005,CHEMBL11805,104.0,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC
6786,CHEMBL5566520,104.0,Cc1cc(NS(=O)(=O)c2ccc(-n3cc(COc4ccccc4-c4nc(-c5ccccc5)no4)nn3)cc2)no1
6780,CHEMBL5572120,104.0,Cc1noc(-c2ccc(N)cc2)n1
5745,CHEMBL4845734,104.0,Cc1ccc2c(N)c3c(nc2c1)CCCCC3.Cl
3168,CHEMBL3322157,104.0,CN(CCC(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1
6241,CHEMBL5220375,104.0,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NC2CCCCC2)c1
6450,CHEMBL5285784,104.8,COc1ccc(-c2cc(=O)c3ccc(OCCN4CCCC4)cc3o2)cc1
1064,CHEMBL374184,105.0,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3
1392,CHEMBL374184,105.0,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3
2903,CHEMBL3093180,105.3,O=C1/C(=C/c2ccc(F)cc2)COc2cc(OCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccc21
604,CHEMBL341658,106.0,CCC1=CC2Cc3nc4cc(F)ccc4c(N)c3C(C1)C2
2262,CHEMBL1773484,107.0,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCN3CCOCC3)cc2)cc1
5181,CHEMBL4639168,108.0,COc1ccc(-c2ccc(/C=N/N3CC(=O)N(CCC4CCN(Cc5ccccc5)CC4)C3=O)o2)cc1
1719,CHEMBL141352,108.0,CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1ccncc1
4586,CHEMBL4209795,108.4,COc1cc(/C=C/C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OCc1nc(C)c(C)nc1C
6839,CHEMBL95,109.0,Nc1c2c(nc3ccccc13)CCCC2
3922,CHEMBL3827432,109.0,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCCc2ccccc2)c1
4120,CHEMBL4089082,110.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN[C@@H]2N3)cc1
4820,CHEMBL54470,110.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCNC2N3)cc1
6322,CHEMBL5267519,110.0,Cn1c2ccccc2c2cc[n+](-c3ccc(Br)cc3Br)cc21
1420,CHEMBL374184,110.0,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3
2269,CHEMBL1773491,110.0,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCCCCCN3CCCCC3)cc2)cc1
3625,CHEMBL3628067,110.0,COc1ccc2[nH]cc(CCNC(=O)/C=C/c3cc[n+](Cc4cccc(F)c4)cc3)c2c1.[Br-]
103,CHEMBL87373,110.0,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-]
6330,CHEMBL5267519,110.0,Cn1c2ccccc2c2cc[n+](-c3ccc(Br)cc3Br)cc21
3569,CHEMBL3623556,110.0,CCC(C)n1cc(C(=O)C(F)F)cn1
4747,CHEMBL4286799,110.0,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1
785,CHEMBL433041,110.0,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
312,CHEMBL609150,110.0,CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C
5097,CHEMBL4583534,110.0,FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1
3285,CHEMBL3338388,110.0,C/C=C1\[C@H]2C=C(C)C[C@]1(NC1OCC3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@H](O)CC31O)c1ccc(=O)[nH]c1C2
4734,CHEMBL4294783,110.0,COc1cc2oc(C(=O)NCCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC
2255,CHEMBL95,110.0,Nc1c2c(nc3ccccc13)CCCC2
2058,CHEMBL129837,110.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
92,CHEMBL88049,110.0,COc1cc2cc(C(=O)CCCCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
2846,CHEMBL2441666,110.0,COc1cccc(CCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F
2839,CHEMBL2441673,110.0,COc1cc2c(cc1OC)C[N+](C)(CCCCCCCc1cccc(OC)[n+]1C)CC2.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F
1531,CHEMBL597794,110.0,COc1ccc2c(c1)CC/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O
576,CHEMBL54470,110.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCNC2N3)cc1
486,CHEMBL433041,110.0,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
6210,CHEMBL4089082,110.0,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN[C@@H]2N3)cc1
873,CHEMBL362711,110.0,COc1cc2cc(C(=O)CC3CCCC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC
887,CHEMBL189517,110.0,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](CC3CC3)cc1)C2
4456,CHEMBL4168987,110.5,COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3cccc(C)c3)cc1C(C)=O)C2=O.[Br-]
5893,CHEMBL95,111.0,Nc1c2c(nc3ccccc13)CCCC2
5480,CHEMBL4794549,111.0,COc1cc2c(cc1O)CCC(C)(CC(=O)NCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2
7252,CHEMBL6189555,113.0,C[Si]1(Cl)C=CC(=O)C1=P(c1ccccc1)(c1ccccc1)c1ccccc1
7254,CHEMBL6192606,113.0,C[Si](C)(C)c1c([Si](C)(C)C)c(=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1=O
7253,CHEMBL6192506,113.0,C[Si]1(Cl)C=C/C(=N\c2ccccc2)C1=P(c1ccccc1)(c1ccccc1)c1ccccc1
3994,CHEMBL3891369,113.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ncccc3C)CC1)C2
1635,CHEMBL74359,113.0,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCC2
5967,CHEMBL5207442,113.0,CCN(CC)Cc1ccc(/C=C2\Cc3cc(OC)ccc3C2=O)cc1
6765,CHEMBL5594287,113.11,O=C(NCCCCCCNc1c2c(nc3cc(Br)ccc13)CCCC2)Oc1ccc2cc[nH]c2c1
472,CHEMBL32966,114.0,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1C2
3985,CHEMBL3960861,114.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(Cl)c3)CC1)C2
1683,CHEMBL1083066,114.0,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1C2
6243,CHEMBL5219483,114.0,Cc1c(Cl)c(=O)oc2cc(OCCCCSC(=S)N3C(C)CCCC3C)ccc12
5064,CHEMBL4537886,114.4,O=c1ccc2cc(/N=C/c3ccccc3)ccc2o1
4759,CHEMBL95,114.8,Nc1c2c(nc3ccccc13)CCCC2
1909,CHEMBL421501,115.0,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3
6914,CHEMBL5646469,115.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C/C=C/CNC13CC4CC(C)(CC(C)(C4)C1)C3)C2
3301,CHEMBL3343930,116.0,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2
4464,CHEMBL4170331,116.5,CC(=O)c1c[n+](Cc2cccc(Cl)c2)ccc1CC1Cc2cc(O)ccc2C1=O.[Br-]
4588,CHEMBL95,116.8,Nc1c2c(nc3ccccc13)CCCC2
3721,CHEMBL3753360,117.0,c1ccc2oc(CN(CCCCCCCNc3c4c(nc5ccccc35)CCCC4)Cc3cc4ccccc4o3)cc2c1
6747,CHEMBL5567590,117.15,C[C@@H](c1cccc(OC(=O)NCCCCCNc2c3c(nc4ccccc24)CCCC3)c1)N(C)C
5512,CHEMBL4759625,117.8,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)nc1-c1ccccc1
6154,CHEMBL5197114,118.0,Cc1ccc2nc3c(c(N4CCCCC4)c2c1)CCCC3
6961,CHEMBL3546835,118.0,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CCNCC2)CC1
3379,CHEMBL3416998,118.0,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CCNCC2)CC1.Cl
6748,CHEMBL5575737,118.56,C[C@@H](c1cccc(OC(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)c1)N(C)C
2546,CHEMBL2047529,119.0,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCCCN2CCOCC2)c1
4589,CHEMBL4203672,119.0,COc1ccc(Cn2cc(C(=O)NCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1
4571,CHEMBL4210517,119.0,Cc1ccccc1CNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3
864,CHEMBL92958,120.0,c1ccc(CN2CCC(CCc3n[nH]c4ccccc34)CC2)cc1
4221,CHEMBL1678,120.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl
2844,CHEMBL2441668,120.0,COc1cccc(CCCCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F
3473,CHEMBL3586608,120.0,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1.Cl
1525,CHEMBL1025,120.0,CC(C)OP(=O)(F)OC(C)C
2876,CHEMBL2441668,120.0,COc1cccc(CCCCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F
5034,CHEMBL4559477,120.0,Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
874,CHEMBL185976,120.0,COc1cc2cc(C(=O)C3CC[N+](C)(Cc4ccccc4)CCC3OC)sc2cc1OC
2106,CHEMBL502,120.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
6123,CHEMBL3586608,120.0,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1.Cl
3899,CHEMBL502,120.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
2580,CHEMBL2088782,120.0,N#Cc1c(N)nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1
442,CHEMBL92958,120.0,c1ccc(CN2CCC(CCc3n[nH]c4ccccc34)CC2)cc1
7169,CHEMBL4783624,120.0,O=c1c2cc(Cl)ccc2oc2ccc(OCCCCCN3CCCCCC3)cc12
67,CHEMBL1203538,120.0,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCCC2)o1
102,CHEMBL314398,120.0,COc1cc2cc(C(=O)CC(OC)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
1822,CHEMBL100334,120.0,CN(CCOCCNC(=S)NC(=O)c1ccccc1)Cc1ccccc1
6825,CHEMBL3586771,120.0,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1
5868,CHEMBL4855760,120.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCc1cn(CCCC(=O)NCCc3c[nH]c4ccccc34)nn1)C2
5398,CHEMBL4783624,120.0,O=c1c2cc(Cl)ccc2oc2ccc(OCCCCCN3CCCCCC3)cc12
167,CHEMBL1202865,120.0,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CCC4)CC2)cc1
656,CHEMBL104681,120.0,CN(C)Cc1ccc(CSCCNc2cc(F)c([N+](=O)[O-])cc2[N+](=O)[O-])o1
659,CHEMBL432376,120.0,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)n(C)c2cc1OC
6739,CHEMBL4861956,120.0,COc1ccc2[nH]c(C(=O)Nc3ccc4nc5n(c(=O)c4c3)CCC5)cc2c1
5033,CHEMBL4540429,120.0,Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2
1808,CHEMBL25412,120.0,c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1
2913,CHEMBL3093801,120.0,[Br-].[Br-].c1cc[n+](CCCCCCCCC[n+]2cccc3ccccc32)cc1
1681,CHEMBL1085285,120.0,c1ccc(CN2CCC(CNc3n[nH]c4ccccc34)CC2)cc1
5921,CHEMBL3586771,120.0,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1
2870,CHEMBL2441674,120.0,COc1cc2c(cc1OC)C(=O)C(CCCCCc1cccc(OC)[n+]1C)C2.O=S(=O)([O-])C(F)(F)F
898,CHEMBL432376,120.0,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)n(C)c2cc1OC
3659,CHEMBL3632991,120.0,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2
1423,CHEMBL218939,120.0,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3
5497,CHEMBL4750190,120.0,COCCn1cnc2cc(NC(=O)c3ccccc3)cc(C(=O)NCc3cc(F)cc(F)c3)c21
6501,CHEMBL5417392,121.0,Cc1cc(=O)[nH]c2c1C(=O)C(NCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)=CC2=O
6779,CHEMBL5568989,121.0,CCCNC(C)C(=O)Nc1c(C)csc1-c1nc(-c2ccccc2N)no1
3384,CHEMBL3417003,121.0,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(Cc2ccncc2)CC1
3589,CHEMBL3623548,121.0,CC(C)n1cc(C(=O)C(F)(F)F)cn1
2904,CHEMBL3093175,121.6,COc1ccc(/C=C2\COc3cc(OCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1
1072,CHEMBL218939,122.0,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3
1402,CHEMBL218939,122.0,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3
6056,CHEMBL5207120,122.0,O=C(COc1ccc(Cl)cc1[N+](=O)[O-])NCC1CCN(Cc2ccccc2)CC1
2454,CHEMBL95,122.0,Nc1c2c(nc3ccccc13)CCCC2
1143,CHEMBL427865,122.0,COc1cc2cc(-c3ccc(CN(C)Cc4cccc(C)c4)cc3)c(=O)oc2cc1OC
4911,CHEMBL140476,123.0,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2
639,CHEMBL140476,123.0,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2
6788,CHEMBL1678,123.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl
1182,CHEMBL396050,123.0,CCN(CCCCCCNC1=C(c2ccccc2)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(c2ccccc2)C1=O)Cc1ccccc1OC
1173,CHEMBL243044,123.0,COc1ccccc1CNCCCCCCNC1=CC(=O)C(NCCCCCCNCc2ccccc2OC)=CC1=O
6521,CHEMBL5394478,123.2,C#CCCCCCCCCCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12
623,CHEMBL433041,125.0,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
3904,CHEMBL3828631,125.0,CN(CCCOc1ccc2cc(-c3ccccc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1
2773,CHEMBL395280,125.0,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2
5747,CHEMBL4873501,125.0,Cc1cccc2nc3c(c(N)c12)CCCC3.Cl
832,CHEMBL539624,125.0,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)([O-])[C@@H]1N2C.Cl
417,CHEMBL538109,125.0,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N@@+](C)([O-])[C@@H]1N2C.Cl
2057,CHEMBL519475,125.0,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)([O-])[C@@H]1N2C
1162,CHEMBL244762,125.0,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccn2)=CC1=O)Cc1ccccn1
1643,CHEMBL75157,125.0,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCCCN2
807,CHEMBL413549,125.0,CCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C2C1
3557,CHEMBL3604199,125.0,CN(C)c1ccc(C(=O)NCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl
1040,CHEMBL211520,126.3,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCCCC3)CC2)cc1
3980,CHEMBL354848,127.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(C)cc3)CC1)C2
1658,CHEMBL74698,127.0,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCCC2
296,CHEMBL94,128.0,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
5343,CHEMBL4761542,128.0,FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
784,CHEMBL94,128.0,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
1516,CHEMBL95,128.0,Nc1c2c(nc3ccccc13)CCCC2
490,CHEMBL94,128.0,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
4546,CHEMBL4218281,128.6,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4cccc(Br)c4)cc3)ccc12.[Br-]
4601,CHEMBL4214668,129.0,COc1ccc(Cn2cc(C(=O)NCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)c3ccccc32)cc1
5772,CHEMBL4860610,129.4,Cc1ccc(S(=O)(=O)SCc2ccc(OC(F)(F)F)cc2)cc1
2780,CHEMBL2413743,130.0,Clc1ccc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1
6550,CHEMBL5433193,130.0,Cc1ccc(S(=O)(=O)NCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
2270,CHEMBL1773492,130.0,CCN(CC)CCc1ccc(Oc2ccc(C(=O)c3ccc(CN(C)Cc4ccccc4)cc3)cc2)cc1
3563,CHEMBL3621334,130.0,CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(C)cc(=O)n(c2=O)CCCCC[N+](CC)(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(=O)cc(C)n(c2=O)CCCCC1.[Br-].[Br-]
1880,CHEMBL41,130.0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
357,CHEMBL61221,130.0,CCCCCCCNc1c2c(nc3cc(C)ccc13)CCCC2
4114,CHEMBL95,130.0,Nc1c2c(nc3ccccc13)CCCC2
2838,CHEMBL2441674,130.0,COc1cc2c(cc1OC)C(=O)C(CCCCCc1cccc(OC)[n+]1C)C2.O=S(=O)([O-])C(F)(F)F
6496,CHEMBL2238280,130.0,Cc1ccc(C(=O)/C=C/c2ccc(N3CCCCC3)cc2)s1
432,CHEMBL123831,130.0,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@H]2O1
1943,CHEMBL61221,130.0,CCCCCCCNc1c2c(nc3cc(C)ccc13)CCCC2
4649,CHEMBL4278164,130.0,COC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCNc1c2c(nc3ccccc13)CCCC2
4027,CHEMBL95,131.0,Nc1c2c(nc3ccccc13)CCCC2
5399,CHEMBL95,131.0,Nc1c2c(nc3ccccc13)CCCC2
6165,CHEMBL5199187,131.0,Cc1ccc2nc3c(c(NCCN4CCOCC4)c2c1)CCCC3
3353,CHEMBL95,131.0,Nc1c2c(nc3ccccc13)CCCC2
1845,CHEMBL1083790,131.0,NCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2
3409,CHEMBL95,131.0,Nc1c2c(nc3ccccc13)CCCC2
4988,CHEMBL95,131.0,Nc1c2c(nc3ccccc13)CCCC2
2308,CHEMBL1784955,131.0,C[C@@H](c1cccc(OC(=O)N(C)[C@@H](C)Cc2ccccc2)c1)N(C)C.Cl
3833,CHEMBL3786937,132.03,CN(C)C(=O)N[C@H]1CCc2c(O)cccc2C1
5508,CHEMBL4742830,132.05,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)nc1-c1ccc(OC)cc1
782,CHEMBL64633,133.0,CCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(CC)C2C1
5000,CHEMBL4537026,133.0,O=C(Nc1cccc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)n1)Nc1cccc2c1C1CCCCN1C2=O
4848,CHEMBL4578844,133.0,O=C(CCC1CCN(CC2CCCCC2)CC1)c1ccc2c(ccn2Cc2ccccc2)c1
5347,CHEMBL4741398,133.0,Brc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
6903,CHEMBL5633239,133.0,Clc1ccc(Cn2cc(CNC34CC5CC(CC(C5)C3)C4)nn2)cc1
1161,CHEMBL241974,133.0,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2cccnc2)=CC1=O)Cc1cccnc1
1052,CHEMBL220141,135.0,COc1cc(CCC(=O)NCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
6062,CHEMBL5182803,135.0,O=C(COc1ccc(CCc2ccccc2)cc1)NCC1CCN(Cc2ccccc2)CC1
3426,CHEMBL3582202,135.0,C[C@@H]1CCC[C@H](C)N1Cc1ccc(-c2cnc3[nH]c4cnc(C#N)cc4c3c2)cc1
5063,CHEMBL4520782,135.1,COc1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1
1195,CHEMBL240792,135.4,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc([N+](=O)[O-])cc1
6856,CHEMBL5583846,136.0,Cc1ccc(C(C)C)cc1OCC(O)CNC(C)(C)C
6854,CHEMBL5589962,136.0,C=CCNCC(O)COc1cc(C(C)C)ccc1C
6857,CHEMBL5592917,136.0,Cc1ccc(C(C)C)cc1OCC(O)CNCc1cccnc1
5240,CHEMBL4761911,136.0,Fc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1
6855,CHEMBL5590702,136.0,CCN(CC)CC(O)COc1cc(C(C)C)ccc1C
6858,CHEMBL5590201,136.0,Cc1ccc(C(C)C)cc1OCC(O)CNCCC1=CCCCC1
6069,CHEMBL5209013,136.0,O=C(COc1ccccc1C(F)(F)F)NCCN1CCN(Cc2ccccc2)CC1
4067,CHEMBL3891315,136.0,CC1=C(C(=O)OCCN(C)C)C(c2ccccc2)c2c(nc3c(c2N)CC(F)(F)CC3)N1
1209,CHEMBL1677,136.0,Cl.Nc1c2c(nc3ccccc13)CCCC2
4979,CHEMBL4526049,137.9,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(Cc2ccc(O)c(O)c2)CC1
5867,CHEMBL4871815,138.0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCc1cn(CC(=O)NCCc3c[nH]c4ccccc34)nn1)C2
896,CHEMBL313582,139.0,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)CCCCO3)CC1
684,CHEMBL313582,139.0,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)CCCCO3)CC1
2548,CHEMBL2047531,139.0,CN(CCCOc1ccc2c(=O)c3cccnc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCN2CCOCC2)c1
4827,CHEMBL4453954,140.0,Cc1cc(C)c(S(=O)(=O)Nc2ccc(C3C4=C(CC(C)(C)CC4=O)N(c4ccc(Br)cc4)C4=C3C(=O)CC(C)(C)C4)cc2)c(C)c1
5670,CHEMBL4797670,140.0,COc1ccc(-[n+]2ccc3cccc(OC)c3c2)cc1.[Br-]
272,CHEMBL130956,140.0,Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
166,CHEMBL3215535,140.0,Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1
2891,CHEMBL3085881,140.0,CCn1c(=O)n(C)s/c1=N\CCC1CCN(Cc2ccccc2)CC1
4939,CHEMBL4453954,140.0,Cc1cc(C)c(S(=O)(=O)Nc2ccc(C3C4=C(CC(C)(C)CC4=O)N(c4ccc(Br)cc4)C4=C3C(=O)CC(C)(C)C4)cc2)c(C)c1
111,CHEMBL160836,140.0,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21
2919,CHEMBL3093795,140.0,[Br-].[Br-].c1cc[n+](CCCCCCCC[n+]2ccc3ccccc3c2)cc1
6457,CHEMBL5290033,140.0,Cc1ccc(NCC[C@@H]2CCCN3CCCC[C@H]23)c2c(=O)c3ccccc3oc12
295,CHEMBL3215535,140.0,Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1
2635,CHEMBL95,140.0,Nc1c2c(nc3ccccc13)CCCC2
3165,CHEMBL3323036,142.0,O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1Cc1ccccc1-2
999,CHEMBL205335,142.0,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CCO[C@H]1N2C
3550,CHEMBL3604192,142.0,CN(C)c1ccc(C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl
4976,CHEMBL4531167,142.0,Oc1ccc(CCOCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
6088,CHEMBL5208529,142.0,c1ccc2c(c1)CN1Cc3cc(OCCCN4CCCCC4)ccc3N=C21
793,CHEMBL64529,143.0,CCCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(C)C2C1
161,CHEMBL95,143.0,Nc1c2c(nc3ccccc13)CCCC2
